"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Stip1.1" 7.56970942681098e-06 -0.708630633481072 0.157 0.223 0.164989386666772 "AM" "Stip1"
"Lats2.1" 7.70493607895418e-06 -0.674064652520515 0.173 0.24 0.167936786776885 "AM" "Lats2"
"Mrps14.1" 7.78376287075688e-06 -1.45256097031778 0.03 0.07 0.169654895531017 "AM" "Mrps14"
"Cd48.1" 7.83457742801511e-06 -0.380425798340443 0.343 0.418 0.170762449621017 "AM" "Cd48"
"Map11.1" 7.90337184475774e-06 -0.719699011684201 0.094 0.15 0.17226189272834 "AM" "Map11"
"Cep192.1" 7.93284844356502e-06 -0.594583708404694 0.207 0.278 0.172904364675943 "AM" "Cep192"
"Nudt12.1" 8.0281169898169e-06 1.93653342935092 0.024 0.006 0.174980837910049 "AM" "Nudt12"
"Nop56.1" 8.10601477445183e-06 -0.809442147209077 0.138 0.199 0.176678698023952 "AM" "Nop56"
"Gm36975" 8.16290628418083e-06 -1.59683071489246 0.101 0.154 0.177918705370005 "AM" "Gm36975"
"Npc2.1" 8.25327190962191e-06 -0.469553843160459 0.32 0.388 0.179888314542119 "AM" "Npc2"
"March8.1" 8.25950422567174e-06 0.498364733972153 0.279 0.208 0.180024154102741 "AM" "March8"
"Nap1l1.1" 8.26812811158023e-06 -0.594681898199357 0.242 0.312 0.180212120320003 "AM" "Nap1l1"
"Ift88" 8.34611601135227e-06 0.778115821959858 0.144 0.092 0.181911944583434 "AM" "Ift88"
"Gm36279.1" 8.35967572434942e-06 -0.789853490521986 0.05 0.097 0.18220749208792 "AM" "Gm36279"
"Sftpb" 8.41270571521953e-06 -0.572437840527598 0.129 0.192 0.183363333768925 "AM" "Sftpb"
"Gm4651.1" 8.44605282224198e-06 1.61399613519526 0.024 0.006 0.184090167313586 "AM" "Gm4651"
"Vxn.1" 8.4992797982279e-06 -1.94149515335675 0.013 0.045 0.185250302482175 "AM" "Vxn"
"Mcm2.1" 8.60337335190219e-06 -1.80461204602341 0.016 0.05 0.18751912557806 "AM" "Mcm2"
"Uba1.1" 8.62306537109162e-06 -0.853040265704924 0.102 0.16 0.187948332828313 "AM" "Uba1"
"Btbd11" 8.62887326733143e-06 -3.11112925899444 0.011 0.041 0.188074921734756 "AM" "Btbd11"
"Atp5k.1" 8.71494779760555e-06 -1.30123031856987 0.027 0.066 0.18995100219661 "AM" "Atp5k"
"Nucks1.1" 8.75305303857268e-06 -0.710836914413625 0.159 0.223 0.19078154402873 "AM" "Nucks1"
"Dusp13" 8.80336599093835e-06 2.80945163944235 0.013 0.002 0.191878165138492 "AM" "Dusp13"
"Icam5" 8.88266811703696e-06 1.79847070311195 0.013 0.002 0.193606634278938 "AM" "Icam5"
"Gxylt2.1" 8.91231581403991e-06 -2.24994263056211 0.015 0.048 0.194252835482814 "AM" "Gxylt2"
"Zbtb37.1" 8.92300060302665e-06 0.449692692201589 0.18 0.12 0.194485721143569 "AM" "Zbtb37"
"Med12l.1" 8.94957538989824e-06 -0.772930828403782 0.197 0.26 0.195064945198222 "AM" "Med12l"
"Gls.1" 8.97794863355932e-06 0.275012681229107 0.625 0.55 0.195683368417059 "AM" "Gls"
"Casp8" 9.00813629272149e-06 0.313612143907928 0.526 0.449 0.196341338636158 "AM" "Casp8"
"Mcm6.1" 9.145473910102e-06 -1.23130884535701 0.062 0.112 0.199334749344583 "AM" "Mcm6"
"Mapkbp1" 9.1520184933146e-06 0.640203659537198 0.14 0.089 0.199477395080285 "AM" "Mapkbp1"
"Nsmce1.1" 9.15953954520853e-06 -2.17069277774311 0.016 0.049 0.199641323927365 "AM" "Nsmce1"
"Ptgs1.1" 9.16973484292935e-06 -1.17503581790354 0.07 0.121 0.199863540636488 "AM" "Ptgs1"
"Cacna1c.1" 9.24154988203144e-06 -0.749319382113721 0.145 0.21 0.201428821228757 "AM" "Cacna1c"
"Srp14.1" 9.25505470105861e-06 -1.10030091838569 0.047 0.093 0.201723172264273 "AM" "Srp14"
"Sftpa1.1" 9.37756173477463e-06 -0.778220260373067 0.084 0.14 0.204393335571148 "AM" "Sftpa1"
"Nrep.1" 9.46592462879241e-06 -2.00575667445012 0.016 0.049 0.206319293209159 "AM" "Nrep"
"2610203C22Rik.1" 9.52627808840833e-06 -1.07981108048864 0.071 0.123 0.207634757214948 "AM" "2610203C22Rik"
"Gm36328.1" 9.54194087334681e-06 -3.67953069231686 0.003 0.028 0.207976143275467 "AM" "Gm36328"
"Patl2.1" 9.62979516930755e-06 -2.14351220359406 0.011 0.041 0.209891015510227 "AM" "Patl2"
"Cd14.1" 9.65255900399255e-06 -1.9770706545647 0.018 0.052 0.210387176051022 "AM" "Cd14"
"Ets2.1" 9.80152833482958e-06 -1.1138419368271 0.034 0.076 0.213634111585945 "AM" "Ets2"
"Impdh2.1" 9.93195286468332e-06 -1.66078234510092 0.025 0.062 0.216476844638638 "AM" "Impdh2"
"Sp110" 9.98998311228905e-06 -0.597143644432022 0.184 0.252 0.217741671915452 "AM" "Sp110"
"C130026I21Rik.1" 1.01099697594227e-05 -1.12131278264871 0.033 0.075 0.220356900876377 "AM" "C130026I21Rik"
"AU019990.1" 1.01490714976852e-05 0.970694247308245 0.03 0.01 0.221209162363546 "AM" "AU019990"
"Limch1.1" 1.01911686500185e-05 0.698867738633487 0.192 0.131 0.222126711895804 "AM" "Limch1"
"Cep250.1" 1.05525441837199e-05 -0.59631857938896 0.189 0.256 0.230003253028359 "AM" "Cep250"
"Nav3.1" 1.06493101281704e-05 -1.52972065887939 0.033 0.074 0.232112363553603 "AM" "Nav3"
"Psmb10.1" 1.06669286433077e-05 -0.866382194223946 0.041 0.084 0.232496376709534 "AM" "Psmb10"
"Rcn1.1" 1.06997127393841e-05 -2.94969426928386 0.005 0.031 0.233210938867616 "AM" "Rcn1"
"Dcn" 1.07191396620467e-05 -2.46931747751296 0.011 0.041 0.23363436807397 "AM" "Dcn"
"Mtf1.1" 1.07193519825458e-05 0.444421841537053 0.191 0.129 0.233638995811568 "AM" "Mtf1"
"Dhx32.1" 1.07403718008741e-05 -1.06142712971968 0.056 0.103 0.234097143771853 "AM" "Dhx32"
"Pkib" 1.0759472531716e-05 -0.912967037499179 0.29 0.346 0.234513463301283 "AM" "Pkib"
"Gm43768" 1.07636552480188e-05 0.936411801683423 0.076 0.04 0.234604629785817 "AM" "Gm43768"
"Rgs6.1" 1.07716345634783e-05 1.45805926497542 0.033 0.011 0.234778546945574 "AM" "Rgs6"
"Zfyve1" 1.07963187117051e-05 0.5564415237633 0.292 0.224 0.235316562640324 "AM" "Zfyve1"
"Opcml.1" 1.08130077856148e-05 1.95729338042121 0.023 0.006 0.235680317695259 "AM" "Opcml"
"Fam92a.1" 1.08450637318489e-05 -1.57023406770097 0.022 0.057 0.236379009099378 "AM" "Fam92a"
"Gpr171" 1.08576045634694e-05 -2.45663757484805 0.011 0.041 0.236652349065378 "AM" "Gpr171"
"Fkbp11.1" 1.09334749883407e-05 -2.58415982844314 0.006 0.033 0.238306020845874 "AM" "Fkbp11"
"2700038G22Rik.1" 1.09511536639873e-05 -1.63598717678329 0.027 0.065 0.238691345260268 "AM" "2700038G22Rik"
"Il1r2" 1.09791471961715e-05 -3.55849861354715 0.001 0.023 0.239301492287753 "AM" "Il1r2"
"Itm2a.1" 1.10082922890887e-05 -2.79139105892692 0.01 0.039 0.239936738732976 "AM" "Itm2a"
"Gm17178.1" 1.1029764858531e-05 -1.29926747680261 0.039 0.081 0.240404754856541 "AM" "Gm17178"
"Cnp.1" 1.10830756463241e-05 -1.37534163987503 0.032 0.072 0.24156671678728 "AM" "Cnp"
"Dnajc3.1" 1.11162351980116e-05 -0.560062508618685 0.254 0.323 0.242289462375861 "AM" "Dnajc3"
"Vwa8" 1.11320273362058e-05 0.383180984087121 0.408 0.328 0.242633667819941 "AM" "Vwa8"
"Chac2.1" 1.11915354987791e-05 -1.36064146551352 0.043 0.086 0.24393070773139 "AM" "Chac2"
"Loxl1.1" 1.12388526211502e-05 -2.07008901724517 0.013 0.044 0.244962031730589 "AM" "Loxl1"
"Dgat2.1" 1.13337638143838e-05 1.36485699668059 0.037 0.013 0.247030716098309 "AM" "Dgat2"
"Nrbp1.1" 1.13479806866366e-05 -0.577324794750377 0.124 0.186 0.247340587045932 "AM" "Nrbp1"
"Nol7.1" 1.14589364321183e-05 -0.996736472701546 0.075 0.127 0.24975897847445 "AM" "Nol7"
"Fkbp2.1" 1.14788482948133e-05 -1.36351434199207 0.051 0.096 0.250192977433751 "AM" "Fkbp2"
"Atp2a2.1" 1.16292660978046e-05 -0.400266739172258 0.42 0.477 0.253471483867749 "AM" "Atp2a2"
"Adamtsl5" 1.16911050920172e-05 0.908526315875944 0.06 0.029 0.254819326585607 "AM" "Adamtsl5"
"Banf1.1" 1.16986454022897e-05 -1.604255142433 0.028 0.066 0.254983675188306 "AM" "Banf1"
"Lars2" 1.18399730170184e-05 -0.364228561794195 0.347 0.42 0.258064051878933 "AM" "Lars2"
"Htr2b.1" 1.18675058581193e-05 -0.825680428595524 0.08 0.132 0.258664157683567 "AM" "Htr2b"
"Umps.1" 1.19237465242571e-05 -1.57657685128995 0.019 0.054 0.259889979242707 "AM" "Umps"
"Fam20a.1" 1.19921819030456e-05 -2.91609456562525 0.013 0.044 0.261381596758781 "AM" "Fam20a"
"Dscam.1" 1.20239258525238e-05 -5.50162379734854 0.005 0.031 0.262073487881608 "AM" "Dscam"
"Anp32b.1" 1.20738633728346e-05 -0.620797924672803 0.216 0.282 0.263161926074303 "AM" "Anp32b"
"Trmt112.1" 1.20826930725977e-05 -1.59139954837231 0.027 0.065 0.26335437821034 "AM" "Trmt112"
"Med11.1" 1.21507127910464e-05 -2.10552244156014 0.012 0.042 0.264836935993647 "AM" "Med11"
"Rubcnl" 1.21984580268752e-05 -0.967378008035359 0.086 0.14 0.265877591153771 "AM" "Rubcnl"
"Cdca7l" 1.22468138070485e-05 0.988543869421353 0.1 0.058 0.266931553738429 "AM" "Cdca7l"
"Mfsd4b4" 1.22966393253422e-05 1.81062715853877 0.025 0.007 0.268017550735158 "AM" "Mfsd4b4"
"Trpc4ap.1" 1.23139024383331e-05 -0.43600663564786 0.364 0.43 0.268393817545909 "AM" "Trpc4ap"
"Ccnl1" 1.23656304343021e-05 0.25604968356477 0.658 0.58 0.269521280946049 "AM" "Ccnl1"
"9430038I01Rik" 1.23820553943914e-05 0.576661122418554 0.131 0.081 0.269879279376154 "AM" "9430038I01Rik"
"Fbxo22" 1.24817569286472e-05 0.54466152655161 0.129 0.08 0.272052374016794 "AM" "Fbxo22"
"Pard3bos1.1" 1.2518454303167e-05 -2.33142766976221 0.017 0.05 0.272852229991828 "AM" "Pard3bos1"
"Mrpl4.1" 1.25384479730671e-05 -0.891144433116955 0.041 0.084 0.27328801202097 "AM" "Mrpl4"
"Rab24.1" 1.27178983516274e-05 -0.624967217313916 0.136 0.199 0.27719931247207 "AM" "Rab24"
"Hoxb3.1" 1.29368853268073e-05 -1.52604793900716 0.015 0.047 0.281972352583091 "AM" "Hoxb3"
"1700087M22Rik.1" 1.3016136530001e-05 -1.77201013629738 0.02 0.055 0.283699711807903 "AM" "1700087M22Rik"
"Scn1b.1" 1.30269801683143e-05 -2.73497785241742 0.005 0.031 0.283936059748579 "AM" "Scn1b"
"Pdia4.1" 1.31524840119886e-05 -0.832498944327391 0.089 0.144 0.286671541525305 "AM" "Pdia4"
"Gprc5c.1" 1.31642092941974e-05 1.47275596588542 0.027 0.008 0.286927105776326 "AM" "Gprc5c"
"Steap3.1" 1.32161773733258e-05 -0.834659469141247 0.045 0.09 0.288059802029009 "AM" "Steap3"
"Gm28379.1" 1.3242458910291e-05 -1.21237784799055 0.069 0.117 0.288632634408702 "AM" "Gm28379"
"Rc3h1" 1.33006082326542e-05 0.241301278827482 0.608 0.524 0.28990005703893 "AM" "Rc3h1"
"Galnt10.1" 1.33433126107423e-05 -0.511369578588156 0.302 0.37 0.290830841663739 "AM" "Galnt10"
"Ddx58.1" 1.34563907849408e-05 0.423758958268525 0.263 0.196 0.293295493548571 "AM" "Ddx58"
"Kpnb1.1" 1.34808500083636e-05 -0.68299636892195 0.126 0.187 0.293828606782293 "AM" "Kpnb1"
"Nox4.1" 1.35687193168327e-05 0.808495931005621 0.057 0.026 0.295743806229685 "AM" "Nox4"
"Zc3h7a.1" 1.36070932597594e-05 0.302783480717358 0.62 0.557 0.296580204689716 "AM" "Zc3h7a"
"Cd99l2.1" 1.37179174451479e-05 -0.827554693595075 0.048 0.094 0.298995728634445 "AM" "Cd99l2"
"Tjp3.1" 1.37541303648037e-05 -2.31706843263504 0.005 0.031 0.299785025431262 "AM" "Tjp3"
"Lix1.1" 1.37588126809812e-05 1.59695699143731 0.018 0.004 0.299887081194667 "AM" "Lix1"
"Gm41764.1" 1.3800030123503e-05 -0.817693551168072 0.102 0.158 0.300785456571872 "AM" "Gm41764"
"Plekha1" 1.38067776592399e-05 0.288490879499527 0.504 0.421 0.300932525860792 "AM" "Plekha1"
"Uqcrh.1" 1.38635909546326e-05 -0.820305047114195 0.076 0.129 0.302170828447172 "AM" "Uqcrh"
"9930111J21Rik2.1" 1.38784016790808e-05 -0.624403602791387 0.28 0.341 0.302493642997245 "AM" "9930111J21Rik2"
"Trim14.1" 1.39050578515517e-05 -0.468673261607221 0.382 0.444 0.30307464093242 "AM" "Trim14"
"Klhl18.1" 1.39187991483789e-05 -0.686422735344462 0.181 0.244 0.303374146238067 "AM" "Klhl18"
"Rnf13" 1.40792014238609e-05 0.295143566322703 0.552 0.484 0.306870274234473 "AM" "Rnf13"
"Kpna4.1" 1.42541016586923e-05 -0.306820919280755 0.61 0.653 0.310682399752856 "AM" "Kpna4"
"Pip5k1c.1" 1.42626452525927e-05 -0.593701976419846 0.217 0.284 0.31086861592551 "AM" "Pip5k1c"
"Ttc9c.1" 1.44355838070687e-05 -0.876635336501247 0.119 0.177 0.314637984658869 "AM" "Ttc9c"
"Gm16725.1" 1.44707031192837e-05 -2.31771074072371 0.013 0.043 0.315403445187908 "AM" "Gm16725"
"Map3k12.1" 1.44724417306234e-05 -1.23337925508608 0.042 0.084 0.315441339960668 "AM" "Map3k12"
"Gm37494.1" 1.45265941821619e-05 -0.59333664117848 0.229 0.297 0.3166216467944 "AM" "Gm37494"
"Gm10847.1" 1.46724997467421e-05 -2.83981020116289 0.008 0.034 0.31980180447999 "AM" "Gm10847"
"Gm46124" 1.46728190370817e-05 0.626193078670319 0.085 0.046 0.319808763732234 "AM" "Gm46124"
"Hps5.1" 1.47812445001539e-05 -0.609857575706979 0.155 0.22 0.322172005125354 "AM" "Hps5"
"2310033P09Rik.1" 1.47970601152021e-05 -1.5499673269471 0.032 0.071 0.322516722270945 "AM" "2310033P09Rik"
"Tmtc1.1" 1.48374465485962e-05 1.0024220424674 0.043 0.018 0.323396984973204 "AM" "Tmtc1"
"Hmgn3" 1.48534196892223e-05 -2.13634931713429 0.012 0.042 0.323745135546288 "AM" "Hmgn3"
"Grhl1.1" 1.48629466368168e-05 1.03496500510138 0.042 0.017 0.323952784896059 "AM" "Grhl1"
"Eif2s1.1" 1.4984405519419e-05 -0.620550211866628 0.178 0.24 0.326600102701256 "AM" "Eif2s1"
"Selenow.1" 1.50555969645368e-05 -0.823926565182874 0.05 0.095 0.328151791439044 "AM" "Selenow"
"Gak" 1.50862871393199e-05 0.314828182863989 0.517 0.438 0.328820714488617 "AM" "Gak"
"Gm42601" 1.51589644681833e-05 -4.77717543649169 0.002 0.024 0.330404789548523 "AM" "Gm42601"
"Yaf2" 1.51627829601738e-05 0.383137452398772 0.296 0.222 0.330488017399948 "AM" "Yaf2"
"Shfl" 1.52251327389529e-05 0.815374014064351 0.087 0.048 0.331846993178218 "AM" "Shfl"
"Stx18" 1.52261503091918e-05 0.392734162785868 0.34 0.268 0.331869172139146 "AM" "Stx18"
"Tmem258.1" 1.54509517668681e-05 -1.80561164861408 0.033 0.072 0.336768944710657 "AM" "Tmem258"
"Gm20686.1" 1.550589785391e-05 -4.95790681767236 0.001 0.022 0.337966549623822 "AM" "Gm20686"
"Lzts2" 1.55857612369436e-05 0.933054826634416 0.087 0.049 0.339707251920423 "AM" "Lzts2"
"Rptoros.1" 1.56186459057919e-05 -2.11043143526974 0.013 0.043 0.340424006162641 "AM" "Rptoros"
"Med1.1" 1.5712117256299e-05 -0.480364072810631 0.223 0.294 0.342461307718293 "AM" "Med1"
"Kctd17.1" 1.57311462672841e-05 -2.15656777829709 0.011 0.04 0.342876064041725 "AM" "Kctd17"
"a.1" 1.58195125208539e-05 -1.65617793457764 0.019 0.053 0.344802094904532 "AM" "a"
"Sdccag8.1" 1.5888271847595e-05 0.226650353874998 0.644 0.575 0.346300773190181 "AM" "Sdccag8"
"Kars.1" 1.59976797100341e-05 -1.33789083135688 0.019 0.054 0.348685426959904 "AM" "Kars"
"Ewsr1.1" 1.6003243179769e-05 -0.311198717407465 0.533 0.595 0.348806688346245 "AM" "Ewsr1"
"Zdhhc6" 1.60145418049529e-05 -0.73765995146005 0.181 0.242 0.349052953180753 "AM" "Zdhhc6"
"Ctbs.1" 1.61674493070661e-05 -1.04326966180644 0.057 0.104 0.352385725096813 "AM" "Ctbs"
"Rtraf.1" 1.6185019044727e-05 -1.09710890224177 0.056 0.102 0.35276867509887 "AM" "Rtraf"
"Egr1" 1.62667590060375e-05 -2.00655291149622 0.009 0.036 0.354550279295593 "AM" "Egr1"
"Gm16093.1" 1.62980547240874e-05 -1.29960091769584 0.064 0.11 0.355232400766209 "AM" "Gm16093"
"E530011L22Rik.1" 1.65357012103797e-05 -0.821145832353357 0.087 0.14 0.360412143581437 "AM" "E530011L22Rik"
"Ptprg.1" 1.6536825046545e-05 0.457482888545241 0.145 0.093 0.360436638714494 "AM" "Ptprg"
"Ermard.1" 1.65990834230763e-05 -0.718126423296815 0.111 0.168 0.361793622289372 "AM" "Ermard"
"Purb" 1.66434382020362e-05 0.398216616700084 0.315 0.244 0.36276037905158 "AM" "Purb"
"Jrkl" 1.66538925045219e-05 1.22447754107913 0.084 0.047 0.36298824102856 "AM" "Jrkl"
"Inmt.1" 1.68157108409247e-05 1.32439300653217 0.04 0.016 0.366515233488794 "AM" "Inmt"
"Srsf3.1" 1.6921889353975e-05 -0.497489172088997 0.337 0.403 0.368829500359239 "AM" "Srsf3"
"Plekhg3.1" 1.69399188547347e-05 0.382457553477955 0.245 0.177 0.369222471357798 "AM" "Plekhg3"
"Urm1.1" 1.70066992721074e-05 -0.711217991750774 0.064 0.113 0.370678017334853 "AM" "Urm1"
"Dhx8.1" 1.70546795092425e-05 -0.588558115192418 0.133 0.196 0.37172379458345 "AM" "Dhx8"
"Gm15232" 1.71301640833925e-05 -3.37848571647815 0.003 0.026 0.373369056361623 "AM" "Gm15232"
"Gnb4" 1.72636892846814e-05 -2.03538481482959 0.03 0.068 0.376279371648916 "AM" "Gnb4"
"Hspb11.1" 1.72693440744608e-05 -1.29219854642858 0.026 0.063 0.376402623446947 "AM" "Hspb11"
"Lman2l.1" 1.72810688210043e-05 -0.606909257398838 0.15 0.213 0.37665817602261 "AM" "Lman2l"
"Gatad2a" 1.74812543666629e-05 0.334711650797473 0.468 0.393 0.381021420175786 "AM" "Gatad2a"
"Hirip3.1" 1.78509286393285e-05 -1.51427395746873 0.026 0.062 0.389078840622805 "AM" "Hirip3"
"Gbf1.1" 1.7881625523208e-05 0.237027225754069 0.584 0.502 0.389747909903841 "AM" "Gbf1"
"Jak2.1" 1.79311067946266e-05 -0.883278928985738 0.302 0.357 0.390826403695682 "AM" "Jak2"
"Trappc9" 1.79776038889972e-05 0.227197313997533 0.535 0.445 0.391839854364583 "AM" "Trappc9"
"S100a16.1" 1.80107291661657e-05 -1.29530154405457 0.009 0.036 0.392561852905747 "AM" "S100a16"
"Orc3.1" 1.81741353644716e-05 -0.469622757997136 0.296 0.366 0.396123454404023 "AM" "Orc3"
"Poldip2.1" 1.81965409547574e-05 -1.42898684684902 0.029 0.067 0.396611806649892 "AM" "Poldip2"
"Gm17088.1" 1.82797064410805e-05 -2.98527747929998 0.005 0.03 0.39842448158979 "AM" "Gm17088"
"Dpysl2.1" 1.8326040644721e-05 -0.472623367838822 0.324 0.393 0.39943438189234 "AM" "Dpysl2"
"Tmem179b.1" 1.84457163460434e-05 -1.21407780698118 0.043 0.085 0.402042833478362 "AM" "Tmem179b"
"Arhgef18.1" 1.8530834667498e-05 0.272537277453158 0.256 0.187 0.403898072412786 "AM" "Arhgef18"
"Parp2.1" 1.8623257079002e-05 -0.841367084787907 0.108 0.163 0.405912511293928 "AM" "Parp2"
"Sertad2.1" 1.86380637951278e-05 0.32028897673629 0.342 0.268 0.406235238478605 "AM" "Sertad2"
"Mdh1.1" 1.87636189599405e-05 -0.911166130961407 0.067 0.115 0.408971838850864 "AM" "Mdh1"
"Pam.1" 1.87874246073158e-05 -0.59192864101956 0.268 0.335 0.409490706741055 "AM" "Pam"
"Sqstm1" 1.88470259186988e-05 0.355453637066402 0.324 0.248 0.410789776923959 "AM" "Sqstm1"
"Ccdc162.1" 1.89620922092211e-05 1.20380696029272 0.062 0.031 0.413297761792184 "AM" "Ccdc162"
"Usp31" 1.89764924814592e-05 0.51221395741059 0.225 0.162 0.413611630125884 "AM" "Usp31"
"Ing2" 1.89840926537618e-05 0.776648672708035 0.129 0.082 0.413777283481393 "AM" "Ing2"
"Pcnp" 1.90405685106771e-05 0.437241684979151 0.285 0.215 0.415008231258718 "AM" "Pcnp"
"Cenpw.1" 1.91592219008019e-05 -4.17502106551336 0.001 0.022 0.417594400549878 "AM" "Cenpw"
"Ap2m1.1" 1.92829458059688e-05 -0.918871345058977 0.051 0.095 0.420291086786896 "AM" "Ap2m1"
"Ndufv1.1" 1.92924426429135e-05 -1.67926131988469 0.028 0.065 0.420498079844942 "AM" "Ndufv1"
"Gm47754.1" 1.9415062310037e-05 -0.812816627014734 0.129 0.187 0.423170698109566 "AM" "Gm47754"
"Snrpa.1" 1.9419134178419e-05 -0.876788211226777 0.064 0.112 0.423259448552821 "AM" "Snrpa"
"Ndufa6.1" 1.94390537021748e-05 -1.3979184559189 0.055 0.099 0.423693614492602 "AM" "Ndufa6"
"Nr6a1os.1" 1.95009677724451e-05 -1.07650086462971 0.085 0.136 0.425043093568213 "AM" "Nr6a1os"
"Prrt1" 1.95716805568698e-05 2.52235093841082 0.016 0.003 0.426584349417535 "AM" "Prrt1"
"Gpbp1l1" 1.97081848539536e-05 0.343126820165511 0.407 0.329 0.429559597076773 "AM" "Gpbp1l1"
"Fermt2.1" 1.97215835516072e-05 -1.17904383994904 0.046 0.089 0.42985163509083 "AM" "Fermt2"
"Ensa.1" 1.9878268361359e-05 -0.820333362588513 0.14 0.198 0.43326673720418 "AM" "Ensa"
"Prpf4b.1" 1.99537598964723e-05 -0.362646447206195 0.535 0.585 0.43491215070351 "AM" "Prpf4b"
"Col7a1" 2.00733395098308e-05 -1.90440060992357 0.02 0.054 0.437518507956273 "AM" "Col7a1"
"Nde1.1" 2.01518372438103e-05 -0.901892690984735 0.088 0.14 0.43922944456609 "AM" "Nde1"
"H1f0.1" 2.02251370448673e-05 -0.929140306874694 0.023 0.058 0.440827087029927 "AM" "H1f0"
"Preb.1" 2.03901288160895e-05 -0.494313566641713 0.167 0.231 0.444423247675487 "AM" "Preb"
"Knl1.1" 2.05135412704314e-05 -0.609015886019229 0.062 0.112 0.447113145530322 "AM" "Knl1"
"Gm33370.1" 2.05333230006877e-05 -1.50894841803619 0.019 0.053 0.44754430812299 "AM" "Gm33370"
"Prr12.1" 2.05414852543782e-05 -1.18735991498892 0.053 0.097 0.447722212604428 "AM" "Prr12"
"Cd3eap.1" 2.06783961081692e-05 -1.65667190908264 0.016 0.048 0.450706321573655 "AM" "Cd3eap"
"Rad51.1" 2.07273353165029e-05 -1.35144920674816 0.039 0.079 0.451773000558497 "AM" "Rad51"
"Nup50.1" 2.1005266695389e-05 -0.729684364652566 0.075 0.127 0.457830792892698 "AM" "Nup50"
"Cacnb3.1" 2.10966687825675e-05 -4.77461784346393 0.004 0.028 0.459822992784842 "AM" "Cacnb3"
"Galns" 2.1131185238707e-05 0.465312249962551 0.229 0.166 0.460575313462857 "AM" "Galns"
"Ctsd.1" 2.11676994386691e-05 0.186115881168912 0.538 0.448 0.461371176965231 "AM" "Ctsd"
"Slit1.1" 2.12121623576185e-05 -1.61201514448414 0.017 0.049 0.462340290746653 "AM" "Slit1"
"Dcaf5" 2.13226377677567e-05 0.313587347499563 0.497 0.414 0.464748212786024 "AM" "Dcaf5"
"Tmcc2.1" 2.14731238273172e-05 -1.49066630735471 0.023 0.057 0.468028206940206 "AM" "Tmcc2"
"Ndfip1.1" 2.14894325626648e-05 -0.494275665077214 0.325 0.388 0.468383672135843 "AM" "Ndfip1"
"Gm11290" 2.16739736982393e-05 1.38093519507332 0.051 0.023 0.472405930726825 "AM" "Gm11290"
"Klf9.1" 2.17038781369528e-05 0.789524802136889 0.099 0.058 0.473057727873023 "AM" "Klf9"
"Arfgef2" 2.18690827593576e-05 0.393620232851675 0.416 0.345 0.476658527822959 "AM" "Arfgef2"
"Cavin3.1" 2.19286358208832e-05 -2.55790798819769 0.008 0.034 0.47795654635197 "AM" "Cavin3"
"C1qtnf6.1" 2.22041712687235e-05 -2.46000778801004 0.008 0.034 0.483962116973097 "AM" "C1qtnf6"
"Nf1.1" 2.22100906246033e-05 -0.278561246631065 0.729 0.737 0.484091135253854 "AM" "Nf1"
"Hspb1.1" 2.22350073624174e-05 -2.15916194865763 0.011 0.039 0.484634220471249 "AM" "Hspb1"
"Far1.1" 2.23576420005403e-05 0.248144173665268 0.574 0.497 0.487307165043776 "AM" "Far1"
"Slc7a6" 2.24540594147451e-05 -0.887695694168841 0.071 0.12 0.489408679003783 "AM" "Slc7a6"
"Gask1b.1" 2.2454572645202e-05 1.05403483853171 0.059 0.029 0.489419865374822 "AM" "Gask1b"
"Slc25a44.1" 2.25094745773012e-05 0.921410096667388 0.073 0.039 0.490616507886857 "AM" "Slc25a44"
"Arg1.1" 2.25703621287028e-05 -2.20207038355365 0.013 0.042 0.491943612957206 "AM" "Arg1"
"Oscp1.1" 2.26421901839931e-05 1.02324685677796 0.034 0.013 0.493509177250313 "AM" "Oscp1"
"Marcksl1" 2.26495627314953e-05 -3.23818781914767 0.002 0.024 0.493669869295672 "AM" "Marcksl1"
"Aurkaip1.1" 2.26851432227026e-05 -1.81895921105449 0.015 0.046 0.494445381682026 "AM" "Aurkaip1"
"H2-DMa.1" 2.27325982204517e-05 -1.03345204124801 0.065 0.112 0.495479710812965 "AM" "H2-DMa"
"Clec4a2.1" 2.27374431242101e-05 -0.944534244524563 0.103 0.157 0.495585310335283 "AM" "Clec4a2"
"Zfp106.1" 2.27670383936539e-05 -0.410847298270209 0.354 0.419 0.49623036882808 "AM" "Zfp106"
"Rnf2.1" 2.28289611496555e-05 -0.621215422420293 0.103 0.16 0.497580037217891 "AM" "Rnf2"
"Ctla2b.1" 2.28626360628358e-05 -2.6763632558475 0.004 0.028 0.498314015625568 "AM" "Ctla2b"
"Gm45435.1" 2.29186264329959e-05 -1.22595298587135 0.055 0.099 0.499534381733578 "AM" "Gm45435"
"Cxcl17.1" 2.29595119940346e-05 -2.6764269523466 0.005 0.03 0.500425523421977 "AM" "Cxcl17"
"Timm23.1" 2.32495451968212e-05 -0.577011406814651 0.197 0.261 0.506747087109916 "AM" "Timm23"
"Snx17.1" 2.34009532659399e-05 -1.20653490752917 0.032 0.071 0.510047177384425 "AM" "Snx17"
"Rp2.1" 2.35000497307601e-05 -0.50010116364709 0.33 0.396 0.512207083931647 "AM" "Rp2"
