"p_val" "avg_log2FC" "pct.1" "pct.2" "p_val_adj" "cluster" "gene"
"Lyzl4.3" 0.00650161641545814 -0.301380792937383 0.17 0.26 1 "3" "Lyzl4"
"Cdk5.1" 0.00652893430839008 -1.50670790920922 0.018 0.063 1 "3" "Cdk5"
"Kif3c" 0.00653621727484146 -1.10634624277655 0.022 0.071 1 "3" "Kif3c"
"Gm7967.1" 0.00653824276758566 1.38218851175348 0.031 0.01 1 "3" "Gm7967"
"Asb3.1" 0.00654348075312646 -0.341988611506578 0.26 0.366 1 "3" "Asb3"
"D130040H23Rik" 0.00658811377815936 -0.424005633628347 0.085 0.157 1 "3" "D130040H23Rik"
"Kdelr2.1" 0.00659269091305326 -0.84497520674218 0.063 0.125 1 "3" "Kdelr2"
"Gm26782.2" 0.00659439113921603 -0.365992200134661 0.036 0.091 1 "3" "Gm26782"
"Gm37468" 0.00660011257604566 -1.57433596223298 0.013 0.056 1 "3" "Gm37468"
"Gm13571.1" 0.00664144541207518 1.49684585725351 0.031 0.01 1 "3" "Gm13571"
"Sh2d1b1.1" 0.00664541300825718 -0.897040239558272 0.063 0.126 1 "3" "Sh2d1b1"
"Rragc.2" 0.00666016000015547 -0.597190923678024 0.117 0.195 1 "3" "Rragc"
"Senp2.1" 0.0066717181557929 -0.206275316448858 0.26 0.368 1 "3" "Senp2"
"Fbxo32.3" 0.0066771199160636 -0.884899524552921 0.036 0.09 1 "3" "Fbxo32"
"Opn3" 0.00669826580640544 1.57897420893676 0.049 0.021 1 "3" "Opn3"
"Gm16573.1" 0.00671835655976405 1.5165982880205 0.072 0.036 1 "3" "Gm16573"
"Glrx3.1" 0.00672924603377005 -0.692817434773036 0.09 0.16 1 "3" "Glrx3"
"mt-Nd4.1" 0.00676432574320558 -0.563178773032011 0.099 0.172 1 "3" "mt-Nd4"
"Mocos.2" 0.00676774451651439 -0.942407439802543 0.031 0.084 1 "3" "Mocos"
"Nup37.2" 0.00676943880939623 -0.954218997654168 0.022 0.071 1 "3" "Nup37"
"Ankrd46.1" 0.0067778884255327 -1.45193128111246 0.013 0.056 1 "3" "Ankrd46"
"Herpud1" 0.00677878696201585 0.979552061325227 0.211 0.15 1 "3" "Herpud1"
"Tbp.1" 0.00678808929473684 -0.51630662027526 0.031 0.084 1 "3" "Tbp"
"Polr3a.1" 0.00682395434584329 -0.682857204429394 0.081 0.15 1 "3" "Polr3a"
"AY036118.2" 0.00683026720932575 -0.234533073012508 0.812 0.9 1 "3" "AY036118"
"Morf4l1.1" 0.0068305252540616 -0.158262220158768 0.359 0.483 1 "3" "Morf4l1"
"Pltp.3" 0.00684351606284044 -0.78119713144552 0.135 0.214 1 "3" "Pltp"
"Mis12.1" 0.00684782002910173 -1.17852399986145 0.027 0.077 1 "3" "Mis12"
"Isca2.2" 0.00687487089811627 -1.62995471638474 0.031 0.081 1 "3" "Isca2"
"Cnppd1.2" 0.00688938683653212 -0.687012752116522 0.049 0.109 1 "3" "Cnppd1"
"Zfp787" 0.00689309689129281 -0.641925770717676 0.076 0.144 1 "3" "Zfp787"
"Cdk18" 0.00690161214419448 -2.7630308627679 0.004 0.04 1 "3" "Cdk18"
"Ctsk.2" 0.0069048308829316 -2.4553340321171 0.009 0.048 1 "3" "Ctsk"
"Plxdc1.2" 0.00690632524647965 1.08578612247493 0.242 0.185 1 "3" "Plxdc1"
"Zbtb11.1" 0.00692091912510202 -0.227065466046874 0.166 0.259 1 "3" "Zbtb11"
"Nars.1" 0.00693829705126027 -0.399001934753778 0.161 0.255 1 "3" "Nars"
"Hsd3b7.1" 0.0069748008206314 -1.49385168639765 0.031 0.082 1 "3" "Hsd3b7"
"Rit1.2" 0.00698200904450835 -0.839310188036179 0.049 0.108 1 "3" "Rit1"
"Metap1d.1" 0.00698989377832689 -0.415676221188572 0.215 0.312 1 "3" "Metap1d"
"Rnf19a.2" 0.00699229859864383 -0.579635595570119 0.121 0.197 1 "3" "Rnf19a"
"Cd14.1" 0.00699380756537819 -2.38669903274779 0.013 0.055 1 "3" "Cd14"
"Dpagt1.1" 0.00700704753402309 -1.78922150752453 0.022 0.069 1 "3" "Dpagt1"
"Postn.2" 0.00701219252033448 -0.78827645563594 0.13 0.207 1 "3" "Postn"
"Epha4" 0.00702028698273691 -3.85548407708506 0.004 0.04 1 "3" "Epha4"
"Aplp2.2" 0.00702833345960449 -0.377221065439013 0.233 0.33 1 "3" "Aplp2"
"Mtmr6.1" 0.00703388913248276 -0.221788412573193 0.211 0.314 1 "3" "Mtmr6"
"Hs1bp3.2" 0.00703826980604771 -1.2009456023461 0.027 0.075 1 "3" "Hs1bp3"
"Lrsam1.1" 0.00704991053730205 -1.00282358470655 0.04 0.095 1 "3" "Lrsam1"
"Smu1" 0.00705856353773096 -0.942663952461421 0.063 0.124 1 "3" "Smu1"
"Gorasp2.1" 0.00706301071253954 -0.472664417168432 0.121 0.201 1 "3" "Gorasp2"
"Clpp.1" 0.00709097289783931 -0.964741677937965 0.058 0.118 1 "3" "Clpp"
"Cmtm4.2" 0.00710889343799853 -1.24969721564047 0.045 0.101 1 "3" "Cmtm4"
"Gm15738.2" 0.00711275852594891 -0.53944398079777 0.09 0.158 1 "3" "Gm15738"
"Gng2.2" 0.00712971098733598 -0.26223095726559 0.462 0.584 1 "3" "Gng2"
"Calr" 0.00713216133450346 -0.612404695825609 0.202 0.29 1 "3" "Calr"
"Klf12" 0.00714031422428671 2.4163930571366 0.04 0.016 1 "3" "Klf12"
"C9orf72.2" 0.00717404572717618 -0.146142474325408 0.161 0.254 1 "3" "C9orf72"
"Ap2m1.1" 0.0071871575705901 -0.386740771281266 0.04 0.097 1 "3" "Ap2m1"
"Ssbp4.1" 0.00718951217839339 -0.707493549324912 0.112 0.187 1 "3" "Ssbp4"
"Ncoa5.1" 0.00719795555164905 -0.56168902185862 0.161 0.246 1 "3" "Ncoa5"
"Cdk5rap2.2" 0.00720234501722372 -0.420771101082745 0.103 0.179 1 "3" "Cdk5rap2"
"Med1" 0.0072043824942877 -0.293354113124312 0.197 0.294 1 "3" "Med1"
"Tmem126a" 0.00722185704325237 -0.440917702113004 0.09 0.161 1 "3" "Tmem126a"
"Csnk2a1.1" 0.00725131959419025 -0.210070354010282 0.305 0.426 1 "3" "Csnk2a1"
"Plxna1.2" 0.00730560819425886 -0.19241494712473 0.049 0.111 1 "3" "Plxna1"
"Kank2.2" 0.00731886130516084 -2.1242807615639 0.018 0.061 1 "3" "Kank2"
"Abhd5.1" 0.00733022916076994 -1.36973986654676 0.036 0.087 1 "3" "Abhd5"
"Gclc.2" 0.00733497766405972 -0.237422652017705 0.139 0.226 1 "3" "Gclc"
"Ermp1" 0.00733976721591261 -0.803759671055665 0.049 0.109 1 "3" "Ermp1"
"Tmem175.1" 0.00735669836968253 -0.287145517038832 0.143 0.233 1 "3" "Tmem175"
"Vwa5a" 0.0073672193443854 -0.140994005151889 0.166 0.261 1 "3" "Vwa5a"
"4632427E13Rik" 0.00738249072324754 -0.418079272976742 0.184 0.277 1 "3" "4632427E13Rik"
"Ipo13" 0.00739784644387806 -1.42600600421099 0.009 0.048 1 "3" "Ipo13"
"Herc6.1" 0.00742374383522061 0.711897895396307 0.345 0.283 1 "3" "Herc6"
"Ctdspl2.2" 0.00744209228320634 -0.184157751488583 0.229 0.327 1 "3" "Ctdspl2"
"Kxd1.2" 0.00746258749776595 -0.285883504748249 0.085 0.159 1 "3" "Kxd1"
"Frmd6" 0.00746730597166505 -1.06196032818642 0.045 0.1 1 "3" "Frmd6"
"B3galnt1" 0.00752741753995869 -1.66970460526631 0.009 0.048 1 "3" "B3galnt1"
"Ireb2" 0.0075326299004048 -0.379359670858432 0.274 0.377 1 "3" "Ireb2"
"BC005561.1" 0.00754288114936987 -0.287432281656087 0.126 0.21 1 "3" "BC005561"
"6530402F18Rik" 0.0075619063277468 1.52130353061475 0.04 0.016 1 "3" "6530402F18Rik"
"Gm26811.2" 0.00757957713696459 -4.1035611151024 0 0.031 1 "3" "Gm26811"
"Pigz" 0.00757957724747712 -4.14943397777933 0 0.031 1 "3" "Pigz"
"Vps29.1" 0.00760189547689015 -0.524704965126099 0.076 0.143 1 "3" "Vps29"
"Cmss1.3" 0.00764256625864445 -0.268909502191435 0.668 0.792 1 "3" "Cmss1"
"Cox6c.1" 0.00765349477979217 -0.500021564793564 0.13 0.21 1 "3" "Cox6c"
"Bahcc1.2" 0.00765884191360118 1.88525339510923 0.063 0.03 1 "3" "Bahcc1"
"Prc1.3" 0.00771391464207588 -1.02435680422489 0.045 0.101 1 "3" "Prc1"
"Gm4951.2" 0.00772165073940246 -1.13781844551995 0.027 0.075 1 "3" "Gm4951"
"Sec62" 0.00772484436737719 -0.157569424537454 0.22 0.331 1 "3" "Sec62"
"Neu1.2" 0.00774415642033672 -0.352327971716435 0.054 0.115 1 "3" "Neu1"
"Oser1.1" 0.00775076005586636 -0.708936188613316 0.031 0.082 1 "3" "Oser1"
"Rpgrip1l.1" 0.00775951079458013 -1.28885367339375 0.022 0.069 1 "3" "Rpgrip1l"
"Tbc1d8b.1" 0.00777696673942155 -0.897935861931891 0.049 0.107 1 "3" "Tbc1d8b"
"Zkscan17" 0.00778352172156946 1.09756370057446 0.161 0.108 1 "3" "Zkscan17"
"Bcap29.1" 0.00778630256249274 0.816428690992365 0.247 0.185 1 "3" "Bcap29"
"Drosha" 0.00779007691239218 -0.496867360810154 0.103 0.177 1 "3" "Drosha"
"Gm13184.1" 0.00779593419446468 -3.23593860751696 0.004 0.039 1 "3" "Gm13184"
"Milr1.2" 0.00782872510577106 -0.374550439774695 0.13 0.21 1 "3" "Milr1"
"Gm50013" 0.00783170550898735 -0.330981490713411 0.081 0.15 1 "3" "Gm50013"
"Tmem199.1" 0.0078376541143541 -1.09939025068782 0.027 0.075 1 "3" "Tmem199"
"Cnst.3" 0.00786023195952146 -0.43816162297094 0.081 0.151 1 "3" "Cnst"
"Pisd.1" 0.00786184509370513 -0.433105030449266 0.148 0.233 1 "3" "Pisd"
"Hyal1.2" 0.00791219494639343 -1.78666471508957 0.004 0.04 1 "3" "Hyal1"
"Bnip3l.2" 0.00791328565775489 -0.40139822796938 0.09 0.163 1 "3" "Bnip3l"
"Hoxb3" 0.00792737853375216 -1.92553005381392 0.009 0.047 1 "3" "Hoxb3"
"Anapc4" 0.00794348339176784 -0.387143672464182 0.126 0.204 1 "3" "Anapc4"
"Sinhcaf.3" 0.00794479798747421 0.833853803572689 0.175 0.117 1 "3" "Sinhcaf"
"Gskip" 0.00794751606282272 -0.331824995142834 0.063 0.128 1 "3" "Gskip"
"Kansl1l.1" 0.00795379413968464 -0.23204721289863 0.448 0.553 1 "3" "Kansl1l"
"Tyrobp.1" 0.00796696630209975 -0.50161357685202 0.22 0.32 1 "3" "Tyrobp"
"Cct8" 0.00796746161654872 -0.55901542288562 0.135 0.213 1 "3" "Cct8"
"Mrps21" 0.00797004097618511 -1.37551518731792 0.054 0.11 1 "3" "Mrps21"
"Slc25a38" 0.00798092644782068 1.39388445947889 0.099 0.056 1 "3" "Slc25a38"
"Naalad2.1" 0.00798349940339203 2.64894762871811 0.031 0.011 1 "3" "Naalad2"
"Rlim.2" 0.00798779380173881 -0.412470286404145 0.166 0.25 1 "3" "Rlim"
"C1rl.1" 0.00799332013049196 -4.21603680074416 0 0.031 1 "3" "C1rl"
"Washc3" 0.00800002027626886 -0.446524399324593 0.094 0.165 1 "3" "Washc3"
"Aco1.1" 0.00801170417382206 -0.641836723114166 0.094 0.165 1 "3" "Aco1"
"Rnaset2b" 0.00803383179908558 -2.01009396176205 0.013 0.054 1 "3" "Rnaset2b"
"Jmjd6" 0.00803513199345795 -1.00663596133869 0.054 0.111 1 "3" "Jmjd6"
"Gm16337.1" 0.00805494820041361 -0.533801975989268 0.143 0.224 1 "3" "Gm16337"
"Pwp1.1" 0.00811949085229614 -1.86222301211161 0.018 0.061 1 "3" "Pwp1"
"Phldb1" 0.00812085333854209 -0.843209408769648 0.04 0.095 1 "3" "Phldb1"
"4931422A03Rik" 0.00812096453560189 -0.847943504686817 0.058 0.117 1 "3" "4931422A03Rik"
"Tbl3" 0.00812970159534017 -1.21284748074713 0.027 0.075 1 "3" "Tbl3"
"Il1rap.1" 0.00813293244623905 1.05964164670924 0.211 0.154 1 "3" "Il1rap"
"Cpt1a.2" 0.00813732887879887 -0.2507026611707 0.175 0.27 1 "3" "Cpt1a"
"Prepl" 0.00816941434391208 -1.97151466529207 0.018 0.061 1 "3" "Prepl"
"Impa2.1" 0.00819458000369383 -1.7318996048319 0.018 0.061 1 "3" "Impa2"
"Fam219b" 0.00820914524988944 -2.44417478888202 0.004 0.039 1 "3" "Fam219b"
"Src" 0.00825203208300095 -0.921981261710025 0.054 0.112 1 "3" "Src"
"Lrrfip2.2" 0.00827129735265429 0.555578827031201 0.516 0.491 1 "3" "Lrrfip2"
"Gbe1.2" 0.00827189252188512 -0.393229451678033 0.135 0.214 1 "3" "Gbe1"
"Cluh.1" 0.0082765678630607 -0.586266003653819 0.049 0.108 1 "3" "Cluh"
"Naglu.1" 0.00827786224731026 -1.45267640038355 0.009 0.047 1 "3" "Naglu"
"Sugp1" 0.00828265558196292 -0.734657702694222 0.072 0.136 1 "3" "Sugp1"
"Def6" 0.0082954655783606 0.848982798726875 0.215 0.155 1 "3" "Def6"
"Zfp976.1" 0.00830183482822454 -2.04801475923158 0.009 0.047 1 "3" "Zfp976"
"Tmem106b.1" 0.008320770726524 -0.808909923166727 0.058 0.118 1 "3" "Tmem106b"
"Nbea" 0.00834075719355458 -0.637312510792815 0.018 0.062 1 "3" "Nbea"
"Hivep1.1" 0.00834322481638819 0.682318125375107 0.354 0.302 1 "3" "Hivep1"
"Sh3rf1.2" 0.00837870880989521 0.914621992037089 0.269 0.205 1 "3" "Sh3rf1"
"Zfp451.1" 0.00839483188060085 -0.482037811036671 0.193 0.281 1 "3" "Zfp451"
"Pnpla8.3" 0.00839874754075807 -0.481759385592723 0.112 0.189 1 "3" "Pnpla8"
"Kdm5c" 0.00841663684132321 -0.170567256750791 0.274 0.396 1 "3" "Kdm5c"
"Psmb2.1" 0.00841762020542219 -0.257274751914616 0.179 0.27 1 "3" "Psmb2"
"Olfr1124" 0.00842985747527986 -4.22589776662288 0 0.03 1 "3" "Olfr1124"
"Rab5b.1" 0.00844209070561409 -0.240512427118376 0.161 0.258 1 "3" "Rab5b"
"Gatad1" 0.00844854025306992 -0.326343830372113 0.076 0.145 1 "3" "Gatad1"
"Gpc6.1" 0.00846164893743444 -3.00794337550174 0.004 0.039 1 "3" "Gpc6"
"Rdh10" 0.00847613162583691 -1.64122004845953 0.018 0.061 1 "3" "Rdh10"
"Stoml2" 0.00848379941981122 -1.81429886909798 0.013 0.054 1 "3" "Stoml2"
"Celf1.2" 0.00848917207380631 -0.142740922110171 0.547 0.68 1 "3" "Celf1"
"Sh3glb2" 0.00852655620730706 -0.938008759727877 0.013 0.055 1 "3" "Sh3glb2"
"Srp9.1" 0.00852979661363712 -0.774304512926476 0.049 0.106 1 "3" "Srp9"
"Sap25.1" 0.00854210091816279 -0.665792148553454 0.072 0.135 1 "3" "Sap25"
"Heatr1" 0.00854754163312778 -0.37436562063992 0.13 0.21 1 "3" "Heatr1"
"Errfi1.1" 0.00855840790452171 -0.863000554057531 0.072 0.136 1 "3" "Errfi1"
"Chchd3.2" 0.00856309585660752 -0.144982565350958 0.43 0.574 1 "3" "Chchd3"
"Bcor.3" 0.0085787488565371 -0.318595080383221 0.135 0.216 1 "3" "Bcor"
"Chordc1" 0.00860812847602581 -0.245069913065042 0.161 0.249 1 "3" "Chordc1"
"Ggh.2" 0.00863167867132201 -1.04279146963445 0.018 0.061 1 "3" "Ggh"
"Hmbs.1" 0.00863960147648028 -1.21331447493797 0.009 0.047 1 "3" "Hmbs"
"Tsr3" 0.00864603007452889 -1.40715263155843 0.009 0.047 1 "3" "Tsr3"
"Washc4" 0.00865722737639859 -0.209040415233283 0.332 0.448 1 "3" "Washc4"
"Olfr112" 0.00865758016315001 -3.49266397963635 0.004 0.038 1 "3" "Olfr112"
"Cd44.3" 0.00866804674322637 -0.143710494271557 0.57 0.682 1 "3" "Cd44"
"Entpd7.1" 0.0086735916767553 -0.629903953068012 0.04 0.094 1 "3" "Entpd7"
"Rnps1.1" 0.00869674063040005 -0.671652435149177 0.108 0.177 1 "3" "Rnps1"
"Msl3.1" 0.0087049438568245 -1.07259390471422 0.036 0.087 1 "3" "Msl3"
"Gm15747" 0.00871406321901384 -1.93866401531 0.013 0.054 1 "3" "Gm15747"
"Klhl33" 0.00871444674356961 -2.16701107891343 0.004 0.039 1 "3" "Klhl33"
"A530017D24Rik.1" 0.00871864109249072 -0.937359211015063 0.027 0.074 1 "3" "A530017D24Rik"
"Anxa1.2" 0.00872962855953975 -0.251326980141178 0.17 0.258 1 "3" "Anxa1"
"Vcan" 0.00874920956009234 -1.83623592103703 0.031 0.08 1 "3" "Vcan"
"Rsf1" 0.008756152880378 0.602620885784099 0.489 0.466 1 "3" "Rsf1"
"Suds3.2" 0.0087563273011671 -0.432949582275647 0.063 0.126 1 "3" "Suds3"
"Crtap.1" 0.00877153240355218 -1.73764997965324 0.004 0.039 1 "3" "Crtap"
"Atp5l.1" 0.00878939865001197 -0.889026172839126 0.099 0.166 1 "3" "Atp5l"
"Ccnl2.1" 0.00879623994892477 -0.221487519955382 0.35 0.469 1 "3" "Ccnl2"
"Rbfox2.1" 0.00880101821360404 -0.820873221101523 0.085 0.151 1 "3" "Rbfox2"
"Slc35f5.1" 0.00880145782356024 -0.964950045337127 0.049 0.105 1 "3" "Slc35f5"
"Sipa1.2" 0.00880628962778031 -0.530308087144829 0.215 0.302 1 "3" "Sipa1"
"Trnau1ap.1" 0.00880788887912506 -0.474951188739728 0.054 0.112 1 "3" "Trnau1ap"
"Ptbp1.1" 0.0088299201470472 -0.726653042259648 0.063 0.125 1 "3" "Ptbp1"
"Atp8a1.2" 0.00886742502986605 0.332865171370841 0.704 0.717 1 "3" "Atp8a1"
"Idnk" 0.00887986201421415 -0.970735783721159 0.054 0.11 1 "3" "Idnk"
"Gm49797" 0.00888889066141218 -0.314914216885515 0.175 0.27 1 "3" "Gm49797"
"Bpgm" 0.00889046953242414 -4.33624962436794 0 0.03 1 "3" "Bpgm"
"Mrpl44.1" 0.00889046966223406 -4.167021608125 0 0.03 1 "3" "Mrpl44"
"Rmi1.1" 0.00890461220722763 -0.76585512466372 0.058 0.117 1 "3" "Rmi1"
"Pfas.1" 0.00890813056510763 -1.07974752024931 0.036 0.087 1 "3" "Pfas"
"Mlh3" 0.00892465809360199 -0.504734409223686 0.049 0.107 1 "3" "Mlh3"
"Trp53inp2.2" 0.00893038424797249 -1.49763667634097 0.009 0.046 1 "3" "Trp53inp2"
"Hmg20a.1" 0.00895936688411779 -0.385768621256825 0.247 0.344 1 "3" "Hmg20a"
"9430038I01Rik.2" 0.0089597414875607 -1.04045645334271 0.036 0.087 1 "3" "9430038I01Rik"
"Mocs1.2" 0.00898775587268747 -0.563598562101175 0.058 0.119 1 "3" "Mocs1"
"Atp5j.1" 0.0090052400174426 -0.833441207242267 0.049 0.106 1 "3" "Atp5j"
"Pcnp.2" 0.00905545399585084 -0.230826962193325 0.139 0.224 1 "3" "Pcnp"
"Stxbp6.2" 0.00907324253677527 0.539970862821155 0.269 0.205 1 "3" "Stxbp6"
"Golga3.1" 0.0091072148580841 -0.372974617014825 0.108 0.184 1 "3" "Golga3"
"Ccl25.2" 0.00911622416781661 -0.474421233672672 0.157 0.241 1 "3" "Ccl25"
"Dpm1" 0.00911818546860232 -0.398956397506233 0.143 0.226 1 "3" "Dpm1"
"Eif4ebp2.1" 0.0091393087140731 -0.354839536559864 0.175 0.263 1 "3" "Eif4ebp2"
"Cnbd2.2" 0.00914108979187385 1.02747705225374 0.17 0.119 1 "3" "Cnbd2"
"Rnf41.1" 0.00915160606154044 -0.324849057061103 0.117 0.196 1 "3" "Rnf41"
"Pvr" 0.00915515550030917 -0.957044110606945 0.031 0.081 1 "3" "Pvr"
"Irgm1" 0.00916869483987537 1.18839721402899 0.121 0.074 1 "3" "Irgm1"
"5031425F14Rik" 0.00918424074329666 -2.05979590286782 0.013 0.053 1 "3" "5031425F14Rik"
"Nt5c" 0.00918661465936061 -1.03519369754139 0.049 0.104 1 "3" "Nt5c"
"Gm15492.1" 0.00920893998507583 -1.33367377543322 0.027 0.073 1 "3" "Gm15492"
"Abcc1.2" 0.00923082368244509 -0.26306410582892 0.229 0.333 1 "3" "Abcc1"
"Tmem60.1" 0.009264674329685 -0.609273347641316 0.013 0.054 1 "3" "Tmem60"
"Tmem186.1" 0.00928878588305715 -2.41616703696296 0.009 0.046 1 "3" "Tmem186"
"Ccdc102a.1" 0.00928983545708223 1.34947910523325 0.081 0.043 1 "3" "Ccdc102a"
"Trappc8.1" 0.00931973258443397 -0.140474858376039 0.386 0.521 1 "3" "Trappc8"
"Tbc1d20.2" 0.00934108075342208 -0.278302755746333 0.103 0.18 1 "3" "Tbc1d20"
"Gps2.1" 0.0093500424235323 -0.36846535452685 0.148 0.23 1 "3" "Gps2"
"Lamtor4" 0.00935437140681076 -0.916126830070477 0.04 0.093 1 "3" "Lamtor4"
"Tcf7l2.3" 0.00936391811630324 -0.116277486736053 0.323 0.419 1 "3" "Tcf7l2"
"Plcl2.1" 0.00937144685461087 -0.299204357313791 0.65 0.763 1 "3" "Plcl2"
"Mapk13" 0.00937390359299256 1.82446206084793 0.022 0.006 1 "3" "Mapk13"
"Tspan17" 0.0093765106877244 -3.96613896462081 0 0.029 1 "3" "Tspan17"
"Ccs.1" 0.00940176710459873 -0.490152714565924 0.063 0.125 1 "3" "Ccs"
"Gm16000.2" 0.00940425028339937 -1.35350569085835 0.009 0.046 1 "3" "Gm16000"
"Arnt.1" 0.00940919067366653 -0.152335393219632 0.269 0.378 1 "3" "Arnt"
"Carns1" 0.00942228684194063 1.76330811317294 0.022 0.006 1 "3" "Carns1"
"Cwc15" 0.00942479530924198 -0.547010051054604 0.058 0.119 1 "3" "Cwc15"
"Ube2l3.2" 0.00942637147092782 -0.213857506722393 0.256 0.358 1 "3" "Ube2l3"
"Stxbp5.2" 0.00942909435945791 -0.399194509721031 0.229 0.323 1 "3" "Stxbp5"
"Klhl22.1" 0.00943559244602537 -0.803588625708543 0.054 0.111 1 "3" "Klhl22"
"Ago1" 0.00944469382582696 -0.673555063907578 0.054 0.111 1 "3" "Ago1"
"Yipf5" 0.009447031239691 -0.799401610607237 0.085 0.151 1 "3" "Yipf5"
"Slc25a37.2" 0.00946281453359178 -0.501072329869515 0.09 0.16 1 "3" "Slc25a37"
"Rps12.1" 0.00952153424255986 -0.37773056908797 0.22 0.314 1 "3" "Rps12"
"Trmt1.2" 0.00953077868413949 -0.369320357619498 0.085 0.151 1 "3" "Trmt1"
"Pde4dip.1" 0.00953387623151894 1.21580871098931 0.211 0.158 1 "3" "Pde4dip"
"Lpar5" 0.00953985146910882 1.77934695574037 0.049 0.022 1 "3" "Lpar5"
"Gmpr2" 0.00954726879097288 -0.8895745809362 0.04 0.093 1 "3" "Gmpr2"
"Morn3" 0.0095473832656859 2.2965591134722 0.036 0.014 1 "3" "Morn3"
"Prmt2.2" 0.00954905733481689 -0.857196287739638 0.04 0.092 1 "3" "Prmt2"
"Clec1b" 0.00955788956275354 1.32207837760036 0.018 0.004 1 "3" "Clec1b"
"Prr14.1" 0.00957794962748954 -0.175712200657922 0.126 0.206 1 "3" "Prr14"
"Kat14.3" 0.00958565659537698 -0.31716206993237 0.103 0.178 1 "3" "Kat14"
"Mlxip.1" 0.00963448634161054 -0.201955434979641 0.305 0.418 1 "3" "Mlxip"
"Mthfr.1" 0.00964796390426153 -0.926759892470146 0.076 0.137 1 "3" "Mthfr"
"Gm10389" 0.00965603990881682 -2.07701766711436 0.009 0.046 1 "3" "Gm10389"
"Map2k6.2" 0.00966332395219496 1.02201403459098 0.215 0.156 1 "3" "Map2k6"
"Ube2e1" 0.00967081101697095 0.704123321412722 0.332 0.27 1 "3" "Ube2e1"
"Letm2" 0.00967825561697043 0.953342646895585 0.09 0.049 1 "3" "Letm2"
"Gtf2e2" 0.00975941693060632 -0.137631690295567 0.108 0.185 1 "3" "Gtf2e2"
"Kbtbd2.2" 0.00978277057768649 -0.339999163494507 0.09 0.16 1 "3" "Kbtbd2"
"Zfp653.1" 0.00978796187525259 -1.11061240600581 0.031 0.08 1 "3" "Zfp653"
"Qser1.1" 0.00979568810986104 -0.485946316734057 0.108 0.182 1 "3" "Qser1"
"Plod3.1" 0.00981031815932906 -1.05065577538783 0.063 0.121 1 "3" "Plod3"
"Dmtf1" 0.00982150872785184 0.591494737912612 0.399 0.354 1 "3" "Dmtf1"
"Taf1.1" 0.00983695885446027 -0.33926435361543 0.184 0.273 1 "3" "Taf1"
"Uqcrc1" 0.00985531218179006 -0.749524607225343 0.085 0.151 1 "3" "Uqcrc1"
"Gm15563.1" 0.00988114685718972 -0.231500890170684 0.247 0.346 1 "3" "Gm15563"
"Lrig3.2" 0.00988941381474982 -4.11836689538062 0 0.029 1 "3" "Lrig3"
"Npl.1" 0.00988941395930232 -4.26921219780952 0 0.029 1 "3" "Npl"
"Gm12708.1" 0.00988941395930232 -4.31203871502037 0 0.029 1 "3" "Gm12708"
"Sobp.1" 0.00988941395930232 -4.22265073473583 0 0.029 1 "3" "Sobp"
"Rpl3.1" 0.00989401113778807 -0.363763110871206 0.3 0.406 1 "3" "Rpl3"
"Slc35a5" 0.00990838816456976 1.03301398274819 0.121 0.074 1 "3" "Slc35a5"
"Tgs1.1" 0.0099265610254295 -0.269390390650888 0.215 0.306 1 "3" "Tgs1"
"Ccdc186" 0.0099284591727571 -0.307481637177003 0.143 0.227 1 "3" "Ccdc186"
"Vps37b.1" 0.00992869722211507 -0.378659960462591 0.103 0.177 1 "3" "Vps37b"
"Evi2" 0.00996738972772951 1.47593688563184 0.099 0.058 1 "3" "Evi2"
"Tmem150c.2" 8.37685172346568e-223 8.49385238820218 0.461 0.003 1.82581860164658e-218 "4" "Tmem150c"
"Cacnb3.2" 3.33164612064432e-202 7.55360060222842 0.551 0.011 7.26165588455637e-198 "4" "Cacnb3"
"Ccr7.2" 5.56026870446022e-159 6.71405227933798 0.371 0.004 1.21191616682415e-154 "4" "Ccr7"
"Mreg.2" 3.57264702887339e-155 5.56466995033274 0.64 0.029 7.78694146413244e-151 "4" "Mreg"
"Mmp25.2" 3.38214677045074e-154 6.77147303592568 0.393 0.006 7.37172710087443e-150 "4" "Mmp25"
"Adcy6.2" 7.7744730409754e-146 6.31974345571872 0.449 0.011 1.694524144011e-141 "4" "Adcy6"
"Strip2.3" 3.86450723023548e-143 5.74405554657819 0.528 0.02 8.42307995902126e-139 "4" "Strip2"
"Gm26535.2" 5.41472585047145e-132 7.28828461332075 0.292 0.003 1.18019364636876e-127 "4" "Gm26535"
"Gm7247.2" 1.40647245058568e-130 9.21652191720092 0.303 0.003 3.06554735329655e-126 "4" "Gm7247"
"Gm33843.3" 4.87680194874534e-128 6.66416431714942 0.337 0.006 1.06294775274853e-123 "4" "Gm33843"
"Slco5a1.1" 1.06638315671127e-126 7.12085531955921 0.303 0.004 2.32428872836787e-122 "4" "Slco5a1"
"Gm10432.2" 1.06751537896742e-124 9.42665879880411 0.236 0.001 2.32675651999739e-120 "4" "Gm10432"
"Gm16685.1" 3.0077320386554e-119 6.16835627204846 0.404 0.013 6.55565275145332e-115 "4" "Gm16685"
"Slc4a8.2" 4.06778555696373e-114 7.55144938204696 0.303 0.005 8.86614539995814e-110 "4" "Slc4a8"
"Gm20465.2" 7.61826721564137e-113 8.61171367472134 0.225 0.001 1.66047752232119e-108 "4" "Gm20465"
